Unnamed: 0,레시피일련번호,조리순서,레시피제목,요리명,등록자ID,등록자명,조회수,추천수,스크랩수,요리방법별명,요리상황별명,요리재료별명,요리종류별명,요리소개,요리재료내용,요리인분명,요리난이도명,요리시간명,최초등록일시
1379,4948104,"[조리순서]
1.깔끔한 닭도리탕을 드시고 싶다면 한번 끊이세요.
2.닭을 데치는 동안 우리는 감자와 양파를 손질합니다감자 손질법 레시피\u200b
3.감자는 큼직하게 썰어 주시고요. 양파는 썰어 냄비에 담아 주세요
4.분량의 물을 넣고
5.고추가루에 넣어 주세요
6.간장도 4큰술 넣어주세요
7.설탕 한 큰술 넣구요
8.다진마늘1수저 넣어 주세요
9.맛있는 닭볶음탕 만드는법에 소금간은 꼭 해주셔야 해요. 굵은소금 반수저 정도 넣어 주세요
10.그리고 뚜껑을 덮고 보글보글 닭도리탕을 끊어 주세요
11.어느정도 익었다 싶으면 대파를 썰어 넣어 주세요
12.한번 더 끓이면 완성입니다",닭볶음탕 황금레시피 ,닭볶음탕,smy0202,희재맘,165705,16,1873,끓이기,일상,닭고기,국/탕,깔끔하게 닭볶음탕 만드는 법,[재료] 닭 1마리| 감자 5개| 양파 대 1개| 대파 2뿌리 [양념] 다진마늘 1큰술| 고추가루 4큰술| 간장 4큰술| 물 1컵| 설탕 1큰술| 굵은소금 1작은술,2인분,초급,30분이내,20130607075309
1380,6834796,"[조리순서]
1.다듬은 콩나물은 흐르는물에 두어번 깨끗하게 씻어주세요!
2.다시마가 없어서 멸치랑 무를 넣고 육수를 내봤어요^^편한재료로 육수를 만들어주세요!
3.육수를 만드는동안 양파, 파, 청양고추를 손질해주시구요^^
4.육수가 우러나면 깨끗이 씻어놓은 콩나물을 넣고 끓여주세요!
5.새우젓으로 먼저 간을 한 뒤, 양파를 넣어서 끓여주세요~
6.그리고 다진마늘을 넣고, 부족한 간은 소금으로 해주세요~
7.마지막으로 파와 청양고추를 넣고 한소끔 더 끓여주면 얼큰한 콩나물국 완성입니다 ^^",얼큰한 콩나물국 끓이기 ♪,콩나물국,kinzzang,킨짱,9686,16,162,끓이기,일상,채소류,국/탕,청양고추 송송 썰어넣어 얼큰~한 콩나물국 한그릇 호로록하세요~^^,[재료] 콩나물 2줌| 양파 1/2개| 파 1개| 청양고추 1개| 다진마늘 2/3T| 새우젓 1/2T| 소금 1/2T,5인분,초급,30분이내,20150921130656
1381,6845593,"[조리순서]
1.먼저 육수는 멸치&다시마 육수로 우려주시구요. 육수가 어느정도 끓여지면 국간장 1스푼 넣어주시고 나머지간은 소금으로 맞춰주세요.
2.당근과 호박은 채썰어서
3.후라이팬에 살짝 볶아주세요.
4.볶을때 소금약간 뿌려서 볶아주심되용.
5.계란은 흰자, 노른자 나눠서 지단으로 부쳐주세요. 귀찮으시면 따로 안나누고 그냥 대충 같이 부쳐도 될듯요.
6.접시에 나란히 올려줬어요. 사진에는 없지만 김치 쫑쫑 썰은것과 김가루도 준비.
7.양념장제조. 간장 3스푼, 고춧가루 1스푼, 다진마늘 반스푼, 매실청 1스푼, 참기름 1스푼, 다진대파 반스푼, 청양고추 적당히 (매운거 좋아하시면 청양고추 넣으시고 아니면 안넣으셔도 되요.
8.이제 끓는물에 소면을 넣어주시고 끓여주세요. 면이 끓어오를때 찬물을 조금씩 넣으면서 끓여주시면 면이 더 탱글탱글해져요.
9.잘 삶아진 면은 빠르게 찬물에 헹궈주세요.
10.그릇에 면과 육수를 담고
11.고명들을 가지런히 올려주세요.
12.김치랑 김도 먹기좋게 올려주기.
13.마지막으로 양념장은 개인취향대로 넣어주시면 끝내주게 맛있는 잔치국수 완성이용. 신랑이 너무너무 맛있다고 엄지척척. 호로록 호로록 너무 잘먹더라구요.",잔치국수,잔치국수,tlsghk9088,혀니ㅋ,19348,16,337,끓이기,일상,밀가루,면/만두,시원한 맛이 끝내주는 잔치국수 만들기랍니다.,육수(멸치&다시마)| 국간장 1스푼| 소금| 소면| 애호박| 당근| 계란| 김치| 김 양념장 - 간장 3스푼| 고춧가루 1스푼| 다진마늘 1/2스푼| 매실청 1스푼| 참기름,1인분,초급,15분이내,20160329214647
1382,6821920,"[조리순서]
1.쌀뜨물을 준비합니다.
2.목살을 먹기좋게 잘라서 한줌정도 넣어주었어요.
3.된장 반스푼정도 넣고 같이 끓여주세요.
4.약 10분~15분정도 끓여주세요.
5.김치는 먹기좋게 잘라줍니다. 김치와 돼지고기의 비율은 3:1로 넣어줍니다.
6.김치를 3줌 정도 넣어줍니다.
7.마늘 1스푼, 국간장 1스푼, 고운고추가루 1스푼, 굵은고추가루 1스푼, 새우젓 1스푼을 넣어주었어요.
8.대파 1/2뿌리 + 청양 1~2개도 종종 썰어주세요.
9.그리고 썰어놓은 대파와 청양고추는 아무때나 넣어주세요.",백종원 김치찌개 레시피,김치찌개,sew666,콩닥p,35125,16,558,끓이기,일상,채소류,찌개,백종원 레시피로 만드는 김치찌개입니다.,[재료] 쌀뜨물 700ml| 돼지고기 목살 1줌| 김치 3줌| 대파 1/2뿌리| 청양고추 1~2개 [양념] 국간장 1숟가락| 간 마늘 1숟가락| 굵은 고춧가루 1숟가락| 고운 고춧가루 1숟가락| 새우젓 1숟가락| 된장 1/2숟가락,2인분,초급,30분이내,20150608114410
1383,6846872,"[조리순서]
1.우엉 껍질을 칼로 살살 긁어서 제거하고먹기 좋은 크기로 잘라서세로로 잘라 주어요.
2.여러번 씻어서 갈색물을 빼주고,물을 끓여서 한번 데쳐 주어요..(소금은 넣지 않았어요.)
3.물을 반컵 붓고, 양조간장 반컵을 넣고졸이다가 물엿 3숟가락을 넣고졸이기 시작(중불에서 약불로 조절)
4.불이 너무 강하면 탈수가 있어요..은근한 약불에서 졸여 주어요..가끔씩 뒤집어 주어요..(양념이 잘 배이게)
5.마지막에 올리고당 1숟가락을 넣어윤기낸후 참깨 솔솔~~~이때, 간을 보아 조절 하세요..
6.참기름을 즐기시는분은 참기름을 넣어도 되지만...조림에는 참기름이 개인적으로 어울리지않는것 같아요.
7.우엉조림을 만든날은 간단하게 김밥도둘둘 말아서 즐길수가 있어요.",윤기 좔좔 우엉조림,우엉조림,psastar629,환갑을꿈꾸는아줌마,24930,16,331,조림,일상,채소류,밑반찬,우엉조림은 밑반찬이기도 하지만... 아이들반찬에  김밥 만들때 들어가면 김밥이 두배는 더 맛있는  마력을 가졌지요... 윤기 좔좔 어엉조림... 만들어 보아요.,[재료] 우엉(큰것) 3뿌리| 양조간장 1/2컵| 물엿 2~3숟가락| 올리고당 조금| 참깨 솔솔| 물 1/2컵,6인분이상,아무나,60분이내,20160421223118
1384,6869676,"[조리순서]
1.냉동실에 있던 떡국떡이라 따뜻한 물에 30분 불린 다음에 체에 건져 물기 제거시켜줬어요.
2.소세지는 끓는 물에 데쳐서 체에 건져두었습니다.
3.올리브오일을 3T정도 두르고 살짝 달궈지면 데친 소세지를 먼저 넣고 기름을 살짝 코팅시켜준 다음
4.팬이 너무 심하게 뜨거워지기 전에 떡국떡을 붓고
5.허니소스 재료를 다 때려넣은 다음
6.떡이 서로 붙지 않도록 잘 섞어주면서 약 1분정도 센불에 꼬박 볶아주면 완성입니다. 너무 쉽죠? ^ㅠ^",소세지 떡국떡 허니소스 볶음  초간단 간식,소세지볶음,33006056,EasyFusion집밥er,5081,16,164,볶음,간식,가공식품류,밑반찬,만들기는 무지 간단하지만 아이들은 엄청나게 대단한 요리처럼 맛있게 먹어주는 우리집 인기간식메뉴입니다.,[주재료] 비엔나소세지 1팩 400g| 떡국떡 2컵가량(360g) [허니소스] 간장 1T| 매실청 1T| 꿀 3T [기타] 올리브오일 3T,3인분,초급,10분이내,20170512105254
1385,6776609,"[조리순서]
1.애호박은 통으로 어슷 편으로 썬다음 굵게 채썰어주구요. 양파 당근도 채썰어줍니다. 사진에는 없는데 대파도 송송 썰어두었어요.
2.채썬 애호박에 곱게 갈아둔 고운 천일염을 3꼬집 정도 넣어 살짝 절였다가 볶을거예요. 애호박을 소금에 절였다가 볶으면 쉽게 물러 부서지지(?)않고 식감도 좋으면서 색감도 더 푸릇하게 살아납니다.
3.볶음팬이 살짝 달궈지면 식용유 1큰술을 두르고 절인 애호박과 양파, 당근을 넣어 볶아줍니다.
4.달달달 볶아 재료가 익으면 송송 썬 대파를 넣고 들기름 1큰술과 통깨는 손으로 부셔가면서 넣구요. 모자란간은 천일염을 살짝 더 넣어주면 되어요.",비빔밥용 애호박볶음,애호박볶음,kingmt2001,아콰마린,22889,16,428,볶음,일상,채소류,밑반찬,집에서 혼자 간단히 한끼 해결할때 나물거리에 고추장 넣어 슥슥 비벼서 먹곤 하는데요. 저희집 밥상이 주로 나물이다 보니까 남은 나물반찬 처치할때 비빔밥만한것도 없더라구요. 애호박을 볶으면서 남으면 비빔밥해먹을 생각에 아예 비빔밥용으로 굵게 채썰어 볶았는데요. 채썰어 볶은 애호박보자마자 서로 큰 냉면그릇 하나씩 앞에놓고 갓 지은밥에 애호박볶음에 여러 나물하고 고추장넣고 슥슥 비벼 맛나게 먹은거있죠.,[재료] 애호박 1개| 양파 1/2개| 당근 1/5개| 대파 약간| 식용유 1큰술 [양념] 들기름 1큰술| 통깨| 천일염,4인분,아무나,30분이내,20150518073504
1386,6859892,"[조리순서]
1.무를 채칼로 썰어주고
2.썰어놓은 무를 그릇에 담고양념재료인 고춧가루,간마늘,설탕,꽃소금,식초,간마늘,대파를 넣고
3.조물조물 무쳐준다(무에서 물이 나올때까지)
4.통깨넣고 마무리
5.무생채완성",무생채 - 제철인 무로 후딱 만들어봐요,무생채,8707-06-01 00:00:00,시크제이맘,8132,16,192,무침,일상,채소류,밑반찬,요즘 무생채만큼 좋은 밑반찬이 또 어디에 있나요 후딱 만들어봐요,[재료] 무 라면용기가득| 고춧가루 1/2소주컵| 설탕 1/3소주컵| 꽃소금 1/4소주컵| 식초 1/3소주컵| 간마늘 1/3소주컵| 대파 약간| 통깨 약간,2인분,아무나,5분이내,20161104200422
1387,6748634,"[조리순서]
1.우선 돼지고기 300g에 소주2, 간장4, 마늘1/2, 후추약간해서 (밥숟가락기준) 밑간해두세요~
2.목이버섯도 잡채시작할때 물에 불려 두시구요 좋아하는 버섯 1가지만 넣어도 되지만 저는 목이버섯이랑 느타리버섯 같이 넣으려고 준비했어요 느타리버섯은 먹기좋게 결대로 찢어주시고 팔팔 끓는물에 살짝 데쳐서 물끼 꼭 짠다음 목이버섯이랑 같이 팬에 기름두르고 소금한꼬집 넣어 볶아서 준비해주세요 당근1개는 채칼로 쓱쓱 밀어서 기름두르고 소금 한꼬집넣어 살짝 볶아 준비해두시구요 시금치 역시 다듬어서 팔팔 끓는물에 소금한꼬집 넣고 살짝 데쳐 준다음 물기 꼭 짜서 준비하시고 데칠때 소금 약간 넣으면 색깔이 더 파릇파릇 선명해지는거 아시죠?
3.물기 꼭 짠 시금치 탈탈털어 마늘1/2, 깨소금1, 소금한꼬집, 참기름1(밥숟가락계량) 넣고 조물조물 무쳐두세요.
4.양파는 채썰고 기름 두른팬에 소금한꼬집 넣고 반투명해질때까지만 볶아주시구요 마지막으로 밑간해둔 돼지고기를 팬에 참기름1개 두르고 달달달 물기없어질때까지 볶아주세요.
5.넉넉한 팬에 물 3/4정도 채우시고 팔팔 끓인다음 준비한 당면 500g 넣고 10분정도 눌러붙지 않게 가끔 저어가며 당면 삶아서 찬물에 여러번 헹궈주고 탈탈 털어 물기 빼주세요 이제 당면 조리고 버무리기만 하면 끝이예요 영차영차
6.잡채 황금레시피의 포인트는 뭘까요? 아마도 당면을 얼마나 맛있게 졸이느냐가 아닐까 싶어요 당면 500g 기준 간장 100ml 올리고당 150ml 기름 5스푼 넣은다음 양념 팔팔 끓으면 당면넣고 눌지 않게 잘 저으면서 물기 없을때까지 볶아주세요 더 달달한거 좋아하시는분들은 설탕으로 단맛 조절하심 될거같아요.
7.자 이제 볶은 당면에 준비한 고기 야채 준비하신거 다 넣으시고 깨소금 4스푼 참기름 2스푼 넣고 살살 무쳐주심 끝입니다.
8.귀찮더라도 계란1개 풀어 지단 부쳐서 올리면 좀더 근사한 잡채가 완성~",잡채 황금레시피,잡채,marianne40,마리안느40,38464,16,288,볶음,일상,기타,메인반찬,생일  잔치날 잡채정도만 해줘도 가족모두 푸짐하게 먹을수 있어 좋더라구요,[재료] 당면 500g| 목이버섯 1줌| 느타리버섯 1팩| 당근 1개| 양파 1개| 시금치 1단| 돼지고기 300g [돼지밑간 양념] 소주 2숟가락| 간장 4숟가락| 마늘 1/2숟가락| 후춧가루 [당면조림 양념] 당면 500g| 간장 100ml| 올리고당 150ml| 기름 5숟가락,3인분,중급,60분이내,20150504162456
1388,1107787,"[조리순서]
1.고등어는 쌀뜨물에 담구어 비린내를 제거해주세요. 지난번 고등어무조림에서 쌀뜨물은 언제껄 쓰냐고 많이들 물어보셨는데 전 첫번째는 버리고 두번째, 세번째를 사용한답니다.
2.비린내를 제거한 고등어는 죠렇게 밀폐용기에 담아주세요.
3.마늘은 죠렇게 편썰기를 해서 고등어위에 올려주세요.저희집은 울 대빵이랑 빵돌이들이 죠렇게 편썰기해서 고등어랑 같이 오븐에 구워주면 마늘도 잘 먹는답니다.
4.분량의 밑간양념대로 만들어서 고등어와 마늘위에 뿌려주세요. 저는 늘 죠렇게 미리 저녁에 만들어 아침에 오븐에다 맛있게 구워준답니다.
5.220도로 예열된 오븐에서 15-20분정도 구워주세요. 각 가정의 오븐사양은 다 다르므로, 온도와 시간은 가감해서 구워주세요.
6.노릇노릇하게 잘 구워졌죠? 죠 마늘의 맛도 일품이랍니다.",고등어구이,고등어구이,hwa202,가시장미,12967,16,40,굽기,일상,해물류,메인반찬,언제먹어도 맛있는 고등어구이랍니다.,[재료] 고등어 1마리| 쌀뜨물 적당량| 마늘 7알 [고등어밑간] 올리브유 3큰술| 레몬즙 1+1/2큰술| 통후추| 로즈마리 적당량,2인분,초급,30분이내,20090316111859
1389,6859318,"[조리순서]
1.실한 쪽파 한단... 까놓지 않은것은 선뜻 절대 손이 가지 않지만. 가지런히 예쁘게 까놓은 쪽파는 덥석 사오게 되네요..
2.양념과 밀가루풀 쑬 준비를 합니다.. 두컵 물에 밀가루 두스푼을 넣고 잠시 뭉치지 않게 섞어서 두고 약불에서 끓여주지요... 그리고 고춧가루 2컵, 멸치액젓 2/3컵, 간 마늘 3T, 새우젓 3T, 설탕 2T, 양파 1/2개를 갈아서 섞어줍니다.
3.밀가루 풀과 양념을 섞어주고.. 깨를 넣는다는것이 봉지 반은 푹 쏟아버리는 대참사가 발생하였네요.. 헐... 이건 깨 범벅인지 양념인지 분간을 할 수 없지만.. 그래도 고소하니 맛나기를 바라면서...
4.양념에 파를 묻혀서 하나하나 돌돌 말아주었어요.. 나중에 먹기 쉽게.. 꺼내기 쉽게요.. 파를 살짝 데쳐서 요래 돌돌 말아서 초장 찍어먹어도 넘나 맛있죠.. 조금 귀찮긴 해도 귀찮은 만큼 먹을땐 좋더라구요..
5.한단 쌓고 양념을 얹어주고.. 한단 쌓고 또 양념을 얹어주고... 혹여나 양념이 부족할까 신경써 줍니다요..
6.파김치 완성 이제 하루정도 실온에 두었다가 냉장고에 넣어주면 되지요..",백종원 파김치) 알싸한 파김치 담그기. 파김치 맛있게 담그는법,파김치,aspasia2,콩설기,139245,16,218,절임,일상,채소류,김치/젓갈/장류,역시나 일을 만드는 뇨자... 주말 순무김치를 담그다 보니 쪽파를 느므 많이 샀네... nemo_and_friends-22 그리하여 시작된 순무김치에 이은 쪽파김치 담그기.. 개인적으로 쪽파김치를 너무나도 좋아하지만.. 식당에서처럼 맛난 쪽파김치를 담근 기억이 없어서 이번엔 백선생님을 믿고.. 백선생님 레시피대로 해 보기로~,[재료] 쪽파1kg [양념] 고춧가루 2컵| 멸치액젓 2/3컵| 간 마늘 3T| 새우젓 3T| 설탕 2T| 양파 1/2개 [밀가루풀] 밀가루 2T| 물 2컵,6인분이상,아무나,60분이내,20161027173102
1390,1167587,"[조리순서]
1.먼저 채소재료를 깨끗히 다듬어놓고요. 요리하기 쉬운 상태로 썰어놓아요. 대파는 어슷 썰고, 부추는 3~4등분 해놓습니다.
2.양념 재료를 볶음 팬에 담아 먼저 잘 섞어줍니다.
3.섞어놓은 양념장에 돼지고기를 넣어 조물조물 무쳐주세요. 저는 미리 밑간해서 냉장고에 넣어두지 않고 바로 양념해서 볶아요. 먹기 직전에 양념해서 바로 볶는게 더 맛나드라구요.
4.가스불을 올리고 처음에는 중불에서 볶기 시작합니다. 처음부터 센 불에 볶으면 고추장이 들어가 볶음팬 주변으로 타들어가기 시작할거에요. 중불에서 볶다가 돼지고기에서 기름이 나와 국물이 흥건해지면 이때 가스불의 세기를 올려 달달 볶는답니다.
5.고기가 거의 다 익었으면 양파와 붉은 고추, 청양고추를 넣어주세요. 양파는 너무 죽이 되도록 오래 볶으면 식감이 떨어져요. 반쯤만 익도록 양파의 숨이 반만 죽을 정도로만 잠시 더 볶아주세요.
6.부추와 대파를 넣고 살짝만 더 볶아주면 되지요.
7.요 과정은 아주 잠시~~ 채 1분이 안될 정도로만 볶아야 부추와 대파의 향이 살아있어서 향긋하니 맛나요. 제육볶음에도 오리고기 볶음에도 부추를 넣어보세요. 부추 특유의 향이 제육볶음의 맛을 한층 더 업그레이드 시켜줍니다.",제육볶음,제육볶음,wine59,마이드림,15965,16,164,볶음,일상,돼지고기,메인반찬,빨갛게 볶아놓은 돼지고기.. 언제 먹어도 넘~ 맛나지요. 저는 소고기보다도 이 빨간색의 제육볶음이 더 맛있어요. 돼지고기 특유의 맛과 고추장이 어쩌면 이렇게 잘 어울리는지? 요것도 대한민국을 대표하는 요리로 넣어도 될랑가요? 다글다글 볶아서... 상추쌈에 밥과 함께 싸먹으면 죽음이에요.,[재료] 삼겹살 680g| 양파 1개| 대파 1/2대| 부추 1/2줌| 청양고추 2개| 붉은 고추 2개(작은 것) [양념] 고추장 3큰술| 진간장 2큰술| 고춧가루 1큰술| 올리고당 2큰술| 다진 마늘 0.5큰술| 맛술 2큰술| 다진 마늘 0.5큰술| 생강즙 1작은술| 후춧가루 약간| 참기름 1큰술,3인분,초급,30분이내,20090415061546
1391,6832451,"[조리순서]
1.당근은 채를 썰어 소금 살짝 넣은 물에 데쳐서 찬물에 헹궈 식혀주구요
2.단무지는 새콤달콤하게 무쳐 먹으려고 구입한 압착 단무지가 있어 그걸 채썰었어요.
3.오이가 있었지만 영양부추가 한단 있길래 요것두 소금 넣은 물에 데쳐서 물기짜서 참기름만 넣어 무쳐서 준비하구요
4.햄은 스팸이 있긴 했지만 좀 짠듯해서 샌드위치용 햄 있는걸 채썰어서 준비했어요.
5.맛살은 길이로 죽죽 찢어서 놓구요. 가능하면 기름을 적게 써서 단백하게 만들려고 준비했네요.
6.우엉은 늘 채를 썰어 졸여 냉장고에 준비해 놔요. 그러면 볶음밥이나 꼬마김밥 만들때 유용하더라구요. 계란도 지단을 부쳐서 채썰어 준비하구요. 경주교동김밥처럼 몽땅 채를 썰어서 준비했어요.
7.속재료가 많이 들어간 김밥을 만들땐 김 위에 밥을 아주 얇게 깔아주는게 중요해요. 안그러면 뚱땡이 김밥이 되거든요.ㅋㅋㅋ 비닐장갑을 끼고 살살 펴면 되요. 말때는 속재료를 땡겨서 김으로 한바퀴 깔끔하게 돌려줘야 한다는거......
8.밥이 잘 안보이지요?ㅋㅋㅋ김밥으로 바벨탑을 쌓았어요
9.속재료를 몽땅 채를 썰어서 넣으니 속이 꽉차도 빈틈이 없네요.씹을때도 부드러운 식감이라 아이들도 좋아할거 같아요.",속이 꽉찬 김밥,김밥,teresa66,여우줌마,19081,16,392,기타,손님접대,채소류,밥/죽/떡,경주 교동김밥이 달걀지단을 채썰어 만든 것을 보고 활용했어요,[재료] 김밥용 김 7장| 밥 5공기| 당근 1개| 맛살 7개| 달걀 4개| 영양부추 1/2단| 햄 1/2개| 단무지 7줄| 우엉조림 약간 [양념] 소금 약간| 참기름 3큰술| 통깨 2큰술,4인분,초급,60분이내,20150820225237
1392,6837995,"[조리순서]
1.떡볶이 양념장부터 만들어 두면 떡볶이 만드는 것은 아주 쉽답니다. 계량은 종이컵 기준입니다. 먼저 설탕 1컵, 굵은 고추가루 반컵, 고운 고추가루 반컵, 고추장 3분의 2컵, 간장 반컵, 물 1컵 등을 준비합니다. 고운 고추가루와 굵은 고추가루를 섞어서 사용하는 것이 더 좋지만, 없으시면 굵은 고추가루만 1컵 사용하세요. 볼에 넣어서 만들면 설거지거리가 생기므로 처음부터 밀폐 용기에 양념을 다 넣어서 잘 저어줍니다. 재료가 잘 섞이도록 잘 저어줍니다. 거품기를 사용하시면 더욱 좋아요.
2.일반 떡볶이떡은 익는데 시간이 오래 걸리므로 떡국떡을 사용하는 것이 요리하기는 훨씬 편하다네요. 다만 떡볶이 비쥬얼에서는 조금 떨어지는 것 같아서 일반 떡볶이떡도 몇 개 넣어 봤습니다. 떡국떡 2컵, 떡볶이떡 5개, 대파 1컵, 사각 어묵 2장을 작게 잘라서 준비하고, 물도 1컵 준비합니다.
3.물에 떡국떡과 떡볶이떡을 살짝 헹궈줍니다. 특히 떡볶이떡에는 공장에서부터 기름이 발라져 있기 때문이지요.
4.미리 만들어둔 양념장은 반컵만 사용합니다. 팬에 모든 재료를 다 넣어줍니다. 양념장을 넣었던 컵에 물을 부어 양념장을 깨끗이 넣어주면 더욱 좋지요. 물은 항상 양념장의 2배로 넣어 끓여주고 국물이 졸아들 때까지 끓여주시면 됩니다. 이 때 물 대신 사골국물, 멸치국물, 다시마국물, 채수까지 어떤 것이든 좋구요. 맹물을 넣어 만들어서 먹어봐도 맛은 괜찮네요.
5.매운 맛을 원하시면 여기에 청양 고추를 썰어 넣거나, 청양 고추가루를 추가하셔도 됩니다. 아니면 캡사이신도 좋구요. 백종원 셰프님은 집에서는 빨리 익힐 수 있는 떡국떡을 추천하구요. 얇은 떡을 사용해 떡볶이를 만들 때에는 퍼지지 않도록 센불에서 익히고 두꺼운 떡을 익힐 때에는 약한 불로 오래 졸이는 것이 포인트라네요. 마지막에 후추가루 뿌려주는 것 잊지 마세요. 풍미가 참 좋아요.
6.설탕 대신 조청이나 물엿도 가능하고요. 물엿을 넣어주면 확실히 윤기가 더 나긴 하지요. 마지막에 국물은 취향따라 바짝 졸여도 되고 아주 약간만 남겨도 됩니다.",백종원표 양념장 비율만 맞추면 실패없는 떡볶이,떡볶이,jylhee070467,밥심은국력,50417,16,210,볶음,간식,밀가루,밥/죽/떡,백종원 셰프님은 떡볶이는 만드는 방법이 참 다양한데  여기서 중요한 건 떡볶이를 만들 때 양념을 어떻게 할것이냐고  그러므로 양념의 비율이 중요하다 고 하셨습니다. 양념장은 의외로 간단한데  설탕  고운 고춧가루  굵은 고춧가루  고추장  진간장  후춧가루만 간단하게 준비하면서 이것이 단맛  매운맛  장맛  짠맛이다며 각 양념장 재료가 담당하는 맛을 설명했답니다. 이어 설탕 대신 조청이나 물엿을 쓰면 윤기가 더 나고 맛있고  건강 생각하면 올리고당을 쓰면 된다고 덧붙였습니다. 그러면 먼저 떡볶이 양념장부터 만들어서 기본 떡볶이를 만들어 보겠습니다.,[재료] 떡국떡 2컵| 쌀떡볶이 5개| 사각어묵 2장| 대파 1컵| 물 1컵| 떡볶이 양념장 1/2컵| 후추가루 3번(톡톡) [떡볶이 양념장] 설탕 1컵| 굵은 고추가루 1/2컵| 고운 고추가루 1/2컵| 고추장 2/3컵| 간장 1/2컵| 물 1컵,2인분,초급,30분이내,20151112100413
1393,6847457,"[조리순서]
1.닭가슴살 한덩이를 끓입니다. 끓어오르며 나오는 거품을 걷어내고속까지 익으면 쭉쭉 찢어 놓습니다. 육수도 걸러둡니다.
2.숙주나물 데치고느타리버섯은 큰것은 길게 찟어두고대파는 5~6cm길이로 길게 썰어 둡니다.
3.스텐 웍에 식용유 2큰술, 참기름 4큰술을 두르고
4.길게 썰어 둔 대파가 숨 죽을 때까지 볶아줍니다.
5.고추가루 3큰술 넣어 볶다가찢어놓은 닭가슴살과 삶아 놓은 무도 넣어서 고추가루 물들입니다.
6.느타리버섯도 넣고.고추기름이 생겼죠?
7.물(또는 닭육수)는 건더기가 잠길정도로 부어주고, 마늘 한수저 넣기.
8.국간장 4큰술과 소금으로 간하고 생강가루 약간 아주 약~~간 넣어줍니다.마지막에 숙주나물 넣고 한소큼 더 끓이면 육개장 짝퉁 닭계장 완성입니다~!
9.바글바글칼칼하겠쮸~?후추 톡톡 쳐주면 완성입니다.",[우리집 식탁] 숙취를 날려버릴 칼칼한 닭계장.,닭계장,duprass,라니호야,13361,16,288,끓이기,해장,닭고기,국/탕,소고기보다 부드러운 닭가슴살로 숙취까지 한방에 날려버릴 칼칼한 닭계장을 끓여볼께요.,[재료] 닭가슴살 200g| 데친 숙주나물 1줌| 느타리버섯 1줌| 대파 3뿌리| 삶은 무 1컵| 참기름 4큰술| 식용류 2큰술| 고추가루 3큰술| 다진마늘 1큰술| 닭육수 500ml| 국간장 4큰술| 생강가루 1꼬집,2인분,초급,60분이내,20160502120121
1394,6834930,"[조리순서]
1.소고기는 작은 크기로 얇게 썰기, 두부, 호박은 깍두썰기, 무, 양파는 2*2 넓적썰기, 청양고추, 홍고추, 대파는 동그랗게 썰기.
2.뚝배기에 소고기 넣고 볶다가 익으면 쌀뜨물 붓고, 기름을 두르지 않아 파파파파파박 들러붙으니 빠르게 볶아주세요.
3.무를 넣고 끓이기.
4.된장을 풀고 20분간 끓이기.
5.채소를 넣고 5분 정도 끓이다 두부넣기. 국물이 다시 끓어오르면 고춧가루와 다진마늘을 넣고, 끓어오르면 불 끄기.",된장찌개,된장찌개,deniso76,또바기S,18891,16,174,끓이기,일상,채소류,찌개,구수한 소고기 된장찌개입니다.,[재료] 소고기 60g| 두부 80g| 애호박 30g| 무 50g| 양파 40g| 대파 30g| 청양고추 20g| 홍고추 10g| 쌀뜨물 2컵(380ml) [양념] 된장 100g| 굵은고춧가루 1/4큰술| 다진마늘 1/2큰술,2인분,초급,30분이내,20150923121506
